StudentID,CourseID,Semester,Year,Grade
20254987,C3157,الفصل الثاني,2020,76
20253131,C7709,الفصل الأول,2022,90
20257110,C4284,الفصل الثاني,2023,73
20259204,C9018,الفصل الأول,2023,90
20258973,C4015,الفصل الثاني,2023,86
20256216,C0944,الفصل الثاني,2023,60
20257401,C6056,الفصل الأول,2023,95
20256348,C7225,الفصل الأول,2020,70
20257878,C5182,الفصل الثاني,2022,71
20251801,C5193,الفصل الثاني,2022,63
20258000,C6845,الفصل الثاني,2023,68
20256012,C7492,الفصل الأول,2023,80
20258305,C5770,الفصل الأول,2020,58
20258051,C6355,الفصل الأول,2021,93
20250431,C6646,الفصل الأول,2021,76
20252564,C2876,الفصل الثاني,2020,99
20258061,C3154,الفصل الأول,2021,89
20258529,C6465,الفصل الثاني,2021,91
20259250,C4463,الفصل الأول,2023,74
20253826,C2500,الفصل الأول,2023,87
20250431,C7220,الفصل الثاني,2022,57
20258512,C7374,الفصل الأول,2022,53
20253947,C1959,الفصل الأول,2023,51
20258842,C2405,الفصل الأول,2022,59
20257160,C3873,الفصل الثاني,2023,85
20255629,C9681,الفصل الأول,2020,61
20259635,C5798,الفصل الأول,2020,76
20256909,C9350,الفصل الأول,2022,57
20250962,C8726,الفصل الثاني,2020,100
20259849,C6220,الفصل الثاني,2021,98
20258587,C6274,الفصل الثاني,2022,51
20258952,C7366,الفصل الثاني,2020,52
20259509,C6125,الفصل الأول,2020,50
20257604,C0456,الفصل الثاني,2021,58
20258877,C4417,الفصل الثاني,2020,80
20257001,C9225,الفصل الثاني,2020,68
20259206,C6531,الفصل الثاني,2021,94
20258938,C9611,الفصل الأول,2020,52
20254588,C1781,الفصل الأول,2020,62
20250444,C9319,الفصل الثاني,2021,75
20257750,C6709,الفصل الثاني,2020,59
20251142,C3379,الفصل الأول,2022,80
20255948,C7709,الفصل الأول,2020,75
20256851,C4675,الفصل الأول,2023,71
20255080,C5894,الفصل الثاني,2022,57
20255864,C1280,الفصل الأول,2023,94
20253438,C1881,الفصل الأول,2022,78
20254785,C6053,الفصل الثاني,2022,58
20254516,C0463,الفصل الأول,2022,88
20256302,C1412,الفصل الأول,2022,98
20252865,C8115,الفصل الثاني,2020,83
20255540,C4622,الفصل الثاني,2022,66
20257185,C7819,الفصل الأول,2023,69
20252582,C6842,الفصل الأول,2022,88
20253582,C5248,الفصل الثاني,2020,53
20255501,C3532,الفصل الثاني,2021,56
20258612,C1776,الفصل الثاني,2020,63
20259865,C7795,الفصل الثاني,2020,51
20257031,C2375,الفصل الثاني,2022,99
20255107,C1047,الفصل الأول,2020,95
20255909,C9681,الفصل الثاني,2022,54
20258487,C6305,الفصل الثاني,2022,82
20259654,C3018,الفصل الأول,2022,100
20250672,C2914,الفصل الثاني,2020,99
20250497,C5947,الفصل الأول,2023,94
20253757,C1939,الفصل الأول,2022,70
20250892,C0487,الفصل الثاني,2023,72
20257849,C2011,الفصل الثاني,2022,58
20258448,C0486,الفصل الأول,2020,50
20255629,C5727,الفصل الأول,2020,56
20254785,C3713,الفصل الثاني,2021,53
20259857,C3953,الفصل الثاني,2020,84
20253198,C9757,الفصل الأول,2020,52
20257375,C8703,الفصل الأول,2021,58
20251525,C5765,الفصل الأول,2022,95
20255198,C1728,الفصل الثاني,2023,65
20258442,C8031,الفصل الأول,2021,77
20255789,C3780,الفصل الثاني,2023,60
20258081,C7082,الفصل الأول,2021,88
20251777,C8087,الفصل الثاني,2022,60
20259946,C3965,الفصل الثاني,2021,75
20258432,C4767,الفصل الأول,2022,79
20259312,C0449,الفصل الثاني,2021,71
20256474,C5584,الفصل الأول,2021,62
20253877,C3774,الفصل الأول,2022,87
20254866,C8792,الفصل الثاني,2020,74
20259336,C0291,الفصل الأول,2023,84
20257027,C1988,الفصل الأول,2021,75
20250571,C2392,الفصل الثاني,2021,75
20258657,C2960,الفصل الثاني,2022,95
20254053,C5578,الفصل الأول,2023,85
20252122,C8716,الفصل الأول,2023,53
20258461,C3777,الفصل الثاني,2021,88
20254144,C3456,الفصل الأول,2020,93
20254154,C6986,الفصل الأول,2022,74
20258557,C7063,الفصل الثاني,2022,91
20254735,C4893,الفصل الثاني,2020,94
20253773,C4105,الفصل الأول,2023,84
20255677,C0287,الفصل الأول,2021,85
20255163,C7267,الفصل الثاني,2022,69
20253969,C2568,الفصل الأول,2023,76
20256868,C5072,الفصل الأول,2022,100
20259979,C4840,الفصل الأول,2022,80
20255953,C6346,الفصل الأول,2020,96
20253073,C8864,الفصل الأول,2020,82
20258099,C1546,الفصل الثاني,2021,52
20253391,C8499,الفصل الثاني,2020,72
20256916,C4537,الفصل الأول,2021,53
20253004,C3640,الفصل الثاني,2023,64
20257033,C4849,الفصل الأول,2022,96
20256908,C7551,الفصل الثاني,2023,52
20250598,C6172,الفصل الثاني,2022,56
20259486,C8808,الفصل الثاني,2023,66
20251217,C6865,الفصل الثاني,2020,97
20257183,C7031,الفصل الثاني,2022,56
20255852,C3503,الفصل الثاني,2020,54
20252424,C0539,الفصل الأول,2022,68
20250475,C5226,الفصل الثاني,2021,98
20259375,C5176,الفصل الثاني,2020,96
20259985,C3584,الفصل الأول,2022,66
20252787,C0115,الفصل الأول,2020,84
20253867,C3527,الفصل الأول,2023,84
20253978,C2839,الفصل الأول,2020,65
20250127,C2562,الفصل الأول,2021,86
20251469,C5756,الفصل الثاني,2022,97
20257760,C2964,الفصل الأول,2021,67
20254458,C5988,الفصل الأول,2021,78
20250793,C6109,الفصل الأول,2021,75
20259435,C4730,الفصل الثاني,2021,94
20250631,C5379,الفصل الأول,2020,65
20250324,C2888,الفصل الثاني,2021,95
20250420,C7322,الفصل الأول,2022,99
20252416,C1945,الفصل الثاني,2023,99
20259930,C6320,الفصل الثاني,2023,92
20252585,C6709,الفصل الثاني,2020,54
20255152,C6615,الفصل الأول,2022,58
20253650,C3394,الفصل الأول,2021,81
20254394,C4286,الفصل الأول,2020,87
20255103,C9856,الفصل الثاني,2023,50
20258107,C4437,الفصل الأول,2020,95
20257290,C4671,الفصل الأول,2021,99
20253488,C7583,الفصل الأول,2021,66
20253069,C6718,الفصل الثاني,2021,66
20251306,C7805,الفصل الأول,2022,92
20250329,C3557,الفصل الثاني,2020,75
20252232,C9334,الفصل الثاني,2023,60
20253096,C0982,الفصل الأول,2023,86
20251295,C2485,الفصل الأول,2021,88
20258662,C1403,الفصل الأول,2020,84
20255456,C7618,الفصل الأول,2022,72
20254088,C4115,الفصل الثاني,2021,52
20253256,C2092,الفصل الثاني,2023,69
20255263,C0611,الفصل الأول,2021,85
20258966,C2539,الفصل الثاني,2023,76
20259771,C7486,الفصل الأول,2021,96
20254248,C0972,الفصل الثاني,2020,71
20256387,C0852,الفصل الأول,2023,53
20257709,C8602,الفصل الثاني,2023,83
20259217,C9845,الفصل الأول,2022,73
20255133,C6284,الفصل الأول,2022,66
20257857,C5517,الفصل الأول,2020,64
20253485,C3346,الفصل الأول,2023,75
20250899,C7226,الفصل الثاني,2021,68
20251823,C4015,الفصل الثاني,2020,54
20255840,C9408,الفصل الأول,2023,92
20259552,C8867,الفصل الأول,2022,90
20257583,C8361,الفصل الأول,2022,87
20253638,C6489,الفصل الثاني,2022,68
20254676,C9636,الفصل الأول,2021,98
20252176,C6578,الفصل الثاني,2023,52
20258931,C2900,الفصل الأول,2020,84
20251789,C6251,الفصل الأول,2021,83
20253205,C5032,الفصل الثاني,2021,53
20255194,C8125,الفصل الأول,2021,98
20251288,C0798,الفصل الثاني,2023,80
20259565,C4865,الفصل الأول,2022,66
20252454,C0947,الفصل الأول,2021,100
20251923,C4656,الفصل الثاني,2023,90
20250971,C6229,الفصل الثاني,2021,76
20252558,C4954,الفصل الثاني,2021,77
20256221,C6682,الفصل الأول,2021,60
20255968,C2578,الفصل الأول,2020,52
20253419,C3839,الفصل الأول,2023,90
20258643,C7433,الفصل الثاني,2021,92
20255592,C9608,الفصل الثاني,2023,85
20258395,C7630,الفصل الثاني,2020,99
20259970,C7304,الفصل الثاني,2020,60
20252549,C8821,الفصل الثاني,2022,97
20252888,C1409,الفصل الأول,2020,98
20254121,C8925,الفصل الأول,2021,62
20253147,C8470,الفصل الثاني,2022,78
20252511,C6510,الفصل الثاني,2020,72
20251389,C9925,الفصل الثاني,2022,68
20255547,C4795,الفصل الأول,2021,79
20253160,C8758,الفصل الأول,2020,81
20251096,C9244,الفصل الثاني,2023,96
20253768,C4806,الفصل الثاني,2022,94
20256301,C1540,الفصل الثاني,2020,63
20255874,C7332,الفصل الثاني,2023,95
20256240,C3511,الفصل الثاني,2020,89
20253973,C0121,الفصل الثاني,2021,65
20255076,C3061,الفصل الأول,2020,61
20251130,C1428,الفصل الأول,2020,74
20254756,C2878,الفصل الثاني,2021,56
20250578,C8391,الفصل الثاني,2023,80
20255911,C7132,الفصل الأول,2020,68
20252946,C7312,الفصل الأول,2023,86
20250591,C1104,الفصل الثاني,2020,69
20252402,C6435,الفصل الثاني,2023,79
20257842,C0690,الفصل الأول,2023,94
20252096,C6038,الفصل الثاني,2023,51
20259298,C3419,الفصل الثاني,2022,65
20250486,C6421,الفصل الأول,2021,66
20254226,C0631,الفصل الأول,2023,73
20253788,C0076,الفصل الثاني,2022,72
20254149,C6322,الفصل الأول,2023,90
20255973,C6089,الفصل الأول,2022,83
20256590,C0455,الفصل الثاني,2020,60
20256047,C5076,الفصل الثاني,2021,63
20256205,C0734,الفصل الأول,2022,97
20256899,C2842,الفصل الثاني,2022,69
20256815,C6288,الفصل الثاني,2022,62
20258941,C5767,الفصل الأول,2023,69
20259370,C0019,الفصل الثاني,2022,81
20254514,C3389,الفصل الثاني,2023,83
20254524,C1652,الفصل الثاني,2022,96
20252233,C1856,الفصل الأول,2020,73
20251498,C8131,الفصل الأول,2021,63
20257970,C0450,الفصل الأول,2023,77
20253266,C9991,الفصل الثاني,2021,100
20256904,C8989,الفصل الثاني,2021,86
20251819,C3786,الفصل الأول,2021,91
20250156,C8209,الفصل الأول,2022,58
20253078,C8144,الفصل الثاني,2022,84
20255450,C5201,الفصل الأول,2021,85
20254564,C5984,الفصل الثاني,2022,78
20256731,C8853,الفصل الثاني,2021,67
20253557,C6031,الفصل الأول,2020,64
20257782,C4266,الفصل الأول,2021,99
20253341,C3014,الفصل الثاني,2020,86
20259869,C1704,الفصل الأول,2022,88
20259313,C6946,الفصل الأول,2023,97
20258540,C6758,الفصل الأول,2020,59
20256024,C2401,الفصل الأول,2020,56
20259466,C3598,الفصل الأول,2020,54
20252721,C0741,الفصل الأول,2021,81
20253249,C9847,الفصل الثاني,2022,64
20256081,C9947,الفصل الثاني,2020,57
20251746,C6957,الفصل الأول,2022,88
20252258,C6191,الفصل الأول,2021,70
20250386,C2439,الفصل الثاني,2021,55
20254141,C6010,الفصل الأول,2023,70
20254345,C1240,الفصل الثاني,2023,100
20254836,C4833,الفصل الأول,2023,65
20253822,C5844,الفصل الثاني,2022,77
20255337,C2137,الفصل الأول,2023,71
20255621,C4349,الفصل الثاني,2023,95
20255678,C9503,الفصل الثاني,2021,66
20251673,C6711,الفصل الثاني,2022,63
20254757,C6778,الفصل الأول,2020,63
20254445,C5801,الفصل الأول,2022,71
20250634,C5410,الفصل الأول,2023,85
20250949,C9249,الفصل الأول,2023,77
20255507,C5086,الفصل الثاني,2022,96
20254210,C3759,الفصل الأول,2022,77
20251324,C2755,الفصل الثاني,2022,63
20255401,C0949,الفصل الأول,2021,73
20251111,C8601,الفصل الثاني,2020,53
20253314,C2824,الفصل الأول,2020,86
20256058,C8093,الفصل الأول,2020,83
20257742,C8854,الفصل الثاني,2020,55
20254292,C1703,الفصل الثاني,2021,80
20259217,C4433,الفصل الأول,2022,75
20251759,C3104,الفصل الثاني,2021,65
20253106,C8918,الفصل الثاني,2021,78
20251922,C4439,الفصل الأول,2022,84
20251237,C9299,الفصل الأول,2021,65
20257062,C4518,الفصل الثاني,2022,69
20258171,C9435,الفصل الأول,2020,92
20258191,C2885,الفصل الثاني,2020,88
20255641,C0948,الفصل الثاني,2020,97
20256451,C1579,الفصل الثاني,2020,53
20250839,C2052,الفصل الأول,2023,73
20259202,C2559,الفصل الأول,2022,78
20255674,C5261,الفصل الثاني,2020,78
20250746,C6283,الفصل الأول,2020,78
20259226,C0271,الفصل الثاني,2021,53
20254976,C6808,الفصل الثاني,2021,53
20258663,C5863,الفصل الثاني,2021,64
20258508,C0271,الفصل الثاني,2023,59
20257075,C0758,الفصل الثاني,2020,72
20250040,C3587,الفصل الأول,2022,97
20252650,C1347,الفصل الأول,2020,93
20258316,C7766,الفصل الأول,2022,58
20259509,C0993,الفصل الثاني,2022,88
20255439,C4174,الفصل الثاني,2021,50
20256928,C4705,الفصل الثاني,2022,57
20256375,C5831,الفصل الثاني,2022,67
20256894,C7876,الفصل الأول,2020,93
20253325,C1887,الفصل الثاني,2020,86
20255628,C0265,الفصل الثاني,2022,80
20250094,C8116,الفصل الثاني,2022,73
20253840,C4991,الفصل الثاني,2023,80
20256108,C4931,الفصل الثاني,2022,99
20250817,C1876,الفصل الثاني,2023,59
20258350,C4864,الفصل الأول,2020,75
20254169,C4928,الفصل الثاني,2023,52
20252547,C4751,الفصل الأول,2022,93
20258892,C6850,الفصل الثاني,2020,84
20252008,C1696,الفصل الثاني,2021,71
20253422,C0291,الفصل الأول,2021,92
20256912,C5734,الفصل الأول,2021,63
20254574,C3092,الفصل الأول,2022,86
20253129,C4880,الفصل الأول,2020,78
20251950,C7087,الفصل الأول,2022,58
20254142,C0212,الفصل الثاني,2020,59
20252842,C3077,الفصل الثاني,2020,98
20255436,C3655,الفصل الثاني,2022,91
20257480,C0500,الفصل الأول,2020,66
20257802,C2189,الفصل الثاني,2022,55
20250381,C3873,الفصل الأول,2022,50
20258737,C9934,الفصل الثاني,2021,85
20251215,C8227,الفصل الثاني,2022,54
20257937,C5126,الفصل الثاني,2022,52
20250402,C7987,الفصل الأول,2023,88
20259014,C0914,الفصل الأول,2022,71
20253916,C5644,الفصل الثاني,2020,72
20252158,C1260,الفصل الثاني,2023,76
20253737,C6791,الفصل الأول,2022,90
20258501,C6449,الفصل الأول,2021,97
20257439,C4750,الفصل الأول,2021,70
20252072,C6360,الفصل الأول,2023,82
20250104,C3718,الفصل الثاني,2021,94
20257170,C5972,الفصل الأول,2023,56
20255623,C6574,الفصل الثاني,2021,60
20256682,C7397,الفصل الثاني,2021,60
20250424,C4223,الفصل الثاني,2023,69
20255307,C6437,الفصل الثاني,2022,90
20253436,C2023,الفصل الثاني,2021,52
20254984,C1843,الفصل الأول,2021,85
20259501,C1640,الفصل الثاني,2020,67
20258067,C4089,الفصل الأول,2023,90
20256624,C3499,الفصل الثاني,2023,77
20254479,C4080,الفصل الثاني,2020,84
20258583,C3649,الفصل الأول,2020,60
20255896,C0012,الفصل الثاني,2022,68
20253313,C5771,الفصل الأول,2021,86
20259173,C8371,الفصل الثاني,2023,59
20252678,C2276,الفصل الثاني,2020,100
20254329,C1355,الفصل الثاني,2022,66
20254369,C3973,الفصل الثاني,2020,95
20257742,C5212,الفصل الأول,2021,61
20254164,C4881,الفصل الأول,2021,80
20256088,C5535,الفصل الأول,2020,75
20250419,C4512,الفصل الأول,2020,97
20252114,C1342,الفصل الثاني,2021,66
20258996,C4183,الفصل الأول,2022,53
20254398,C5628,الفصل الأول,2021,98
20256726,C6800,الفصل الثاني,2021,73
20253400,C9901,الفصل الثاني,2023,83
20250641,C8034,الفصل الأول,2022,85
20255804,C5821,الفصل الأول,2021,76
20259000,C5847,الفصل الأول,2023,55
20251122,C3891,الفصل الأول,2023,73
20250074,C1411,الفصل الثاني,2022,63
20256917,C7038,الفصل الثاني,2023,52
20252449,C7101,الفصل الأول,2023,53
20258161,C1601,الفصل الثاني,2022,52
20255452,C8891,الفصل الثاني,2022,89
20251945,C9495,الفصل الثاني,2023,72
20256083,C5967,الفصل الثاني,2021,87
20255880,C7046,الفصل الأول,2020,50
20258592,C3798,الفصل الأول,2020,56
20255913,C6333,الفصل الثاني,2021,97
20255124,C2562,الفصل الثاني,2021,87
20251020,C3419,الفصل الأول,2021,55
20253052,C7770,الفصل الأول,2023,91
20251982,C0202,الفصل الثاني,2021,84
20255426,C5241,الفصل الأول,2023,59
20251801,C3331,الفصل الثاني,2023,77
20256122,C8398,الفصل الثاني,2020,88
20257952,C0473,الفصل الثاني,2020,56
20255095,C6199,الفصل الثاني,2021,84
20253956,C4814,الفصل الأول,2021,50
20257260,C4906,الفصل الثاني,2021,54
20259836,C5533,الفصل الثاني,2021,64
20250856,C2050,الفصل الثاني,2020,72
20252170,C9025,الفصل الأول,2021,83
20251864,C9242,الفصل الثاني,2020,70
20255141,C7369,الفصل الأول,2023,93
20255157,C2338,الفصل الثاني,2020,61
20255553,C7984,الفصل الأول,2022,69
20250340,C7335,الفصل الثاني,2020,61
20255285,C5830,الفصل الثاني,2022,63
20259981,C0619,الفصل الأول,2023,63
20254395,C6064,الفصل الثاني,2023,92
20251439,C6522,الفصل الأول,2020,75
20252696,C2109,الفصل الأول,2021,98
20254091,C3866,الفصل الثاني,2021,77
20255519,C5342,الفصل الثاني,2020,67
20255789,C2328,الفصل الثاني,2023,53
20256531,C7670,الفصل الثاني,2023,99
20255381,C5796,الفصل الثاني,2021,77
20255337,C2863,الفصل الأول,2020,100
20252511,C6384,الفصل الأول,2022,81
20252398,C0573,الفصل الأول,2020,85
20252834,C3861,الفصل الأول,2020,91
20257680,C0900,الفصل الأول,2023,60
20253518,C1835,الفصل الثاني,2022,51
20254210,C3449,الفصل الأول,2020,66
20254483,C1319,الفصل الثاني,2020,99
20259379,C5817,الفصل الثاني,2023,89
20252417,C1414,الفصل الثاني,2021,64
20256073,C4988,الفصل الأول,2023,77
20256999,C7154,الفصل الثاني,2020,95
20255949,C5580,الفصل الأول,2023,56
20252511,C8674,الفصل الأول,2021,67
20257074,C3898,الفصل الثاني,2022,58
20257786,C8983,الفصل الأول,2020,78
20251308,C0127,الفصل الأول,2021,80
20256800,C7261,الفصل الأول,2022,71
20255371,C5028,الفصل الأول,2022,52
20252783,C9428,الفصل الأول,2020,71
20254571,C3092,الفصل الثاني,2023,93
20255230,C9910,الفصل الأول,2020,57
20257856,C8827,الفصل الثاني,2022,51
20257161,C6661,الفصل الثاني,2023,92
20258593,C6313,الفصل الأول,2023,71
20259252,C8146,الفصل الأول,2023,91
20254514,C8269,الفصل الثاني,2023,61
20254374,C3432,الفصل الثاني,2020,72
20259468,C6384,الفصل الأول,2021,85
20256104,C6135,الفصل الأول,2020,76
20258517,C1973,الفصل الأول,2021,79
20255509,C1254,الفصل الثاني,2023,97
20258927,C8395,الفصل الثاني,2023,53
20253404,C9447,الفصل الثاني,2022,71
20259190,C8734,الفصل الأول,2022,84
20250090,C6196,الفصل الثاني,2022,60
20252244,C1674,الفصل الأول,2020,95
20251469,C3797,الفصل الثاني,2020,52
20256654,C8718,الفصل الثاني,2021,93
20257456,C3181,الفصل الثاني,2023,81
20252205,C8240,الفصل الثاني,2021,86
20251567,C4252,الفصل الثاني,2021,90
20251813,C7932,الفصل الأول,2020,62
20256528,C5267,الفصل الأول,2021,91
20257525,C8900,الفصل الأول,2023,84
20257611,C9549,الفصل الأول,2023,68
20253392,C0990,الفصل الأول,2020,93
20259967,C7229,الفصل الثاني,2023,60
20259972,C8752,الفصل الثاني,2020,54
20252844,C3579,الفصل الثاني,2020,90
20256325,C4586,الفصل الثاني,2021,84
20258745,C8014,الفصل الثاني,2020,77
20252593,C9072,الفصل الأول,2022,61
20254237,C9972,الفصل الثاني,2023,55
20259045,C2215,الفصل الثاني,2022,57
20259075,C9493,الفصل الثاني,2021,72
20257039,C9845,الفصل الثاني,2021,86
20251345,C0540,الفصل الأول,2020,81
20256568,C6383,الفصل الأول,2022,89
20255446,C8801,الفصل الثاني,2022,65
20251432,C2757,الفصل الأول,2021,89
20250815,C6197,الفصل الثاني,2021,61
20257139,C1725,الفصل الأول,2020,83
20257747,C2853,الفصل الثاني,2022,50
20257416,C9679,الفصل الثاني,2022,67
20253523,C9788,الفصل الثاني,2020,70
20255510,C7203,الفصل الأول,2023,63
20251921,C6162,الفصل الثاني,2020,70
20255762,C0311,الفصل الثاني,2021,63
20257154,C1026,الفصل الأول,2020,85
20250983,C0521,الفصل الثاني,2021,98
20259643,C6690,الفصل الأول,2022,81
20256219,C9396,الفصل الثاني,2020,82
20251301,C8038,الفصل الأول,2021,94
20252371,C0969,الفصل الثاني,2021,96
20255300,C0933,الفصل الأول,2023,62
20251699,C9053,الفصل الثاني,2022,79
20256911,C4176,الفصل الثاني,2021,66
20256671,C8550,الفصل الأول,2021,73
20252611,C1021,الفصل الأول,2022,92
20256455,C0316,الفصل الأول,2023,92
20255206,C3233,الفصل الأول,2021,50
20251948,C3325,الفصل الأول,2023,57
20256798,C5020,الفصل الأول,2021,83
20251939,C5187,الفصل الثاني,2022,70
20259079,C2808,الفصل الأول,2021,53
20254608,C3582,الفصل الأول,2021,57
20253153,C5234,الفصل الأول,2023,67
20259794,C7457,الفصل الثاني,2021,72
20256134,C7231,الفصل الأول,2022,88
20253961,C8697,الفصل الأول,2021,77
20250638,C7207,الفصل الأول,2021,77
20259993,C2593,الفصل الثاني,2021,80
20257921,C1296,الفصل الأول,2020,89
20259282,C3915,الفصل الأول,2023,56
20250280,C8182,الفصل الثاني,2021,93
20250339,C4653,الفصل الثاني,2023,93
20253050,C6987,الفصل الأول,2022,77
20252756,C2852,الفصل الأول,2020,90
20250627,C9616,الفصل الأول,2023,97
20258922,C0409,الفصل الثاني,2021,94
20251484,C8203,الفصل الثاني,2022,100
20255192,C2109,الفصل الأول,2020,76
20253859,C2396,الفصل الأول,2020,53
20254276,C9512,الفصل الأول,2021,96
20258458,C6574,الفصل الثاني,2021,92
20255437,C8852,الفصل الثاني,2020,86
20252862,C6878,الفصل الثاني,2023,80
20251442,C0560,الفصل الثاني,2021,81
20256620,C0771,الفصل الأول,2020,55
20253572,C1994,الفصل الأول,2023,50
20251765,C8774,الفصل الأول,2020,82
20254216,C5583,الفصل الثاني,2021,63
20251089,C3468,الفصل الثاني,2022,83
20252942,C4220,الفصل الأول,2021,68
20259811,C2389,الفصل الأول,2020,63
20252363,C7415,الفصل الثاني,2020,83
20251147,C3465,الفصل الأول,2022,70
20256235,C6594,الفصل الثاني,2021,97
20252996,C3052,الفصل الثاني,2021,85
20253495,C3902,الفصل الأول,2023,96
20258622,C3438,الفصل الأول,2023,93
20252338,C1946,الفصل الأول,2022,89
20257768,C4317,الفصل الثاني,2022,68
20259225,C1145,الفصل الثاني,2021,57
20257306,C4409,الفصل الأول,2020,82
20258915,C9750,الفصل الثاني,2022,98
20256738,C0086,الفصل الأول,2021,55
20252895,C4823,الفصل الثاني,2022,81
20255347,C3760,الفصل الأول,2022,50
20250562,C5293,الفصل الثاني,2022,80
